cnnaffinity,Smiles
-6.31026,[H]c1c([H])c(C([H])([H])N(C([H])([H])[H])S(=O)(=O)c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])c(=O)n3[H])c([H])c2[H])c([H])c([H])c1C(=O)OC([H])([H])[H]
-6.31003,[H]C([H])=C([H])ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(C([H])([H])[C@@]([H])(OC([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1[H])[C@@]([H])(N([H])c1c([H])c([H])c([H])c([H])c1C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
-6.30999,[H]c1nn(C([H])([H])[H])c(-n2c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])N([H])[H])N3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c(SN([H])C(=O)OC([H])([H])C([H])([H])c3nn([H])c([H])c3[H])c([H])c2=O)c1[H]
-6.30989,[H]C(C(=O)N(OC([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])OC(=O)N([H])c1c([H])c([H])c(Cl)c([H])c1[H])=C([H])c1c(-c2nc(N([H])[H])nc([H])c2[H])c([H])c(=O)n([H])c1[H]
-6.30988,[H]Sc1c([H])c([H])n([H])c(=O)c1C(=O)N(N([H])[C@](C([H])([H])[H])(C([H])([H])OS(=O)(=O)N([H])[H])C([H])([H])N([H])c1c([H])nc([H])c([H])c1[H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H]
-6.30986,[H]c1nc(OC([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])OC([H])([H])C2([H])C([H])([H])C([H])([H])N([H])C([H])([H])C2([H])[H])c([H])c([C@]([H])(C([H])([H])[H])[C@@]([H])(c2c([H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c([H])c3[H])n([H])c2=O)C([H])([H])[H])c1[H]
-6.30971,[H]N=C(N([H])[H])[C@@]([H])(C([H])([H])Cl)[C@@](c1c(-c2c([H])nnc([H])c2[H])c(C([H])=NO[H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F
-6.30968,[H]OC([H])([H])C([H])([H])[C@@]([H])(C(=NN([H])C(=S)N([H])[H])C([H])([H])[H])c1c([H])c(F)c([H])c([C@]([H])(C([H])([H])Oc2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c1[H]
-6.30942,[H]c1nc([H])c(C([H])([H])C([H])([H])OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2S(=O)(=O)N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])nc1[H]
-6.30938,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])S(=O)(=O)N(c2c([H])c([H])c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])C([H])([H])n2nc([H])nc2[H])c1=O
-6.3092,[H]OC(=O)C(=O)C([H])=C(O[H])c1c(OC([H])([H])C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C([H])=C([H])c2c([H])c([H])c(=O)n([H])c2[H])c([H])c(-c2nc(C([H])([H])[H])sc2[H])c(C([H])([H])[H])c1C([H])([H])[H]
-6.30919,[H]Oc1c([H])c(OC([H])([H])[C@]([H])(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H])c(Oc2c([H])c([H])c([H])c(=O)n2C(=O)N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1C([H])([H])n1c([H])nc([H])c1[H]
-6.30901,[H]ON([H])C(=O)C([H])=C(OC([H])([H])C(=O)OC([H])([H])N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c1nc([H])n([H])c1[H])c1c([H])c([H])c(=O)n(C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c1[H]
-6.30877,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])N(c2c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])([H])O[H])c(=O)n([H])c2[H])[C@@]1([H])OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
-6.30869,[H]ON([H])C(=O)C(=C([H])c1c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])[C@]([H])(c1c([H])c([H])c(C([H])([H])[H])c(C([H])([H])[H])c1[H])C([H])([H])n1c([H])nc([H])c1[H]
-6.30862,[H]c1nc([H])c([C@]([H])(c2c(SC([H])([H])C(=O)OC([H])([H])N3C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C3([H])[H])c(-c3nc(C(F)(F)F)c([H])c([H])c3[H])c([H])n([H])c2=O)N([H])C([H])([H])[H])o1
-6.30861,[H]N=C(N([H])[H])[C@]([H])(C1([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(F)c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
-6.30844,[H]ON([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c([H])c(C(=O)Sc2c([H])c([H])n(-c3c([H])nc([H])c([H])c3[H])c(=O)c2C(=O)N([H])N([H])[H])c([H])c1[H]
-6.30834,[H]OC([H])([H])C([H])([H])O[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@]([H])(C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])c1c([H])c([H])c(Cl)c(Cl)c1[H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-6.30826,[H]ON([H])C(=O)N(c1c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(N([H])C([H])([H])[H])C([H])([H])[H])c(=O)n(N([H])c2nc([H])c([H])s2)c1[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(c2c([H])nn([H])c2[H])C1([H])[H]
-6.30823,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C([H])([H])[H])c1[H])C([H])([H])[C@]([H])(c1c([H])c([H])nn1C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)c1oc([H])c([H])c1[H]
-6.30814,[H]Sc1c([H])c([H])n(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c(=O)c1C(=O)N(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H]
-6.30804,[H]OC([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])c1c(C(=O)c2c([H])c([H])c(C([H])([H])Sc3c([H])c([H])n([H])c(=O)c3[H])c(C(=O)N([H])c3c([H])c([H])c(F)c([H])c3[H])c2Cl)sc([H])c1[H]
-6.30802,[H]c1nn(C([H])([H])[H])c(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2([H])N(S(=O)(=O)c3c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n([H])c3=O)C([H])([H])[C@]([H])(N([H])C([H])([H])C3([H])C([H])([H])C3([H])[H])OC2([H])[H])c1[H]
-6.30785,[H]OC(=O)C([H])=C([H])[C@]1(N([H])C(=O)n2c([H])c([H])c([H])c([H])c2=O)C([H])([H])C([H])([H])C([H])([H])[C@]1([H])c1oc([H])c([H])c1[C@@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c(-c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H]
-6.30779,[H]C(=O)c1c(Cl)c([H])c([C@]([H])(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])Sc2c([H])c([H])n([H])c(=O)c2[H])c([H])c1C([H])([H])N1C([H])([H])C([H])([H])O[C@]([H])(OC([H])([H])C([H])([H])F)C1([H])[H]
-6.30763,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c([C@]([H])(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(C(F)(F)F)c2C([H])([H])C2([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])c1=O
-6.30753,[H]Oc1c([H])c([H])c(OC([H])([H])[C@@]([H])(C([H])([H])C(F)(F)F)[C@@]([H])(c2c([H])c([H])c([H])n([C@]([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])[H])c2=O)C([H])([H])[H])c([H])c1[H]
-6.30744,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])O[H])C([H])([H])[C@]1([H])c1c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
-6.30743,[H]O[C@]([H])(c1c([H])c([H])c([H])c([H])c1C1([H])C([H])([H])C([H])([H])C1([H])[H])n1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(c2c([H])sc3c([H])c([H])c([H])c([H])c23)C([H])([H])[H])c1=O
-6.30714,[H]C#CC([H])([H])On1c([H])c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c(C([H])([H])[P@@](=O)(O[H])OC([H])([H])N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c([H])c([H])nc23)c1=O
-6.30712,[H]OC(=O)C(O[H])=C([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c([H])c(-n3nc([H])c(C4([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])[H])C([H])([H])C4([H])[H])c3[H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-6.30701,[H]c1sc(C([H])([H])N([H])[C@]([H])(C([H])([H])c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])[C@]([H])(OC(=O)N([H])Sc2c([H])c([H])n([H])c(=O)c2C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])OC([H])([H])C([H])([H])N([H])[H])c([H])c1[H]
-6.30687,[H]OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(C([H])([H])Oc2c([H])c([H])n([C@]([H])(O[H])c3c([H])c([H])c([H])c([H])c3[H])c(=O)c2[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)C([H])([H])C1([H])[H]
-6.30664,[H]N=C(N([H])C1([H])C([H])([H])C1([H])[H])[C@@]([H])(C([H])([H])Oc1c([H])c([H])c(Cl)c([H])c1O[H])[C@@](c1c([H])c([H])c([H])n(-c2c([H])nn(C([H])([H])[H])c2[H])c1=O)(C([H])([H])[H])C([H])(F)F
-6.30624,[H]ON([H])C(=O)C([H])=C(c1c([H])c([H])c(=O)n([H])c1[H])N1C([H])([H])C([H])([H])N([C@@]([H])(c2c(F)c([H])c([H])c([H])c2F)C([H])([H])Cl)C([H])([H])[C@@]1([H])c1c([H])c([H])nc(C([H])([H])[H])c1[H]
-6.3061,[H]C1=C([C@]([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])[C@]([H])(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])n2c([H])c(C([H])=C(C(=O)N([H])OC([H])=C([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2=O)C([H])([H])C([H])([H])N([H])C1([H])[H]
-6.3061,[H]c1nn(C([H])([H])[H])c([H])c1[C@@]([H])(c1c([H])c([H])n([H])c(=O)c1[C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(F)(F)F)n1c([H])nc([H])c1N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
-6.30604,[H]OC1([H])C([H])([H])C([H])([H])N(c2c([H])c(F)c([H])c([C@@]([H])(N([H])C(=O)N([H])[H])[C@@]([H])(OC([H])([H])C([H])([H])F)[C@@]([H])(c3c([H])c([H])c([H])n([H])c3=O)C([H])([H])[H])c2C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1([H])[H]
-6.30596,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n(N([H])C([H])([H])[H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])C(=O)N([H])O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)N([H])O[H]
-6.30589,[H]C(C(=O)N(OC([H])([H])C#N)C([H])([H])C([H])([H])C([H])([H])Oc1c([H])c(N([H])S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c(C([H])([H])[H])c(C([H])([H])C(=O)N([H])N([H])[H])c1[H])=C([H])c1c([H])c([H])c(=O)n([H])c1[H]
-6.30568,[H]O[C@]([H])(c1oc2c([H])c([H])c([H])c([H])c2c1[H])C([H])([H])N([H])C([H])([H])[C@@]([H])(Sc1c([H])c([C@@]([H])(C([H])([H])[H])[C@@]([H])(C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C(F)(F)F)c(=O)n([H])c1[H])C([H])([H])[H]
-6.30559,[H]Sc1c(N2C(=O)C([H])=C([H])C2=O)c([H])n(-c2c(F)nc([H])c(OC([H])([H])[H])c2N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c(=O)c1[H]
-6.30542,[H]OP(=O)(O[H])C(F)(F)N(C(=O)c1c([H])c([H])c(=O)n([H])c1[H])[C@@]([H])(c1c([H])c([H])c([H])c(N([H])[H])c1[H])[C@]([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
-6.30542,[H]c1c(N(Sc2c([H])c([H])n([H])c(=O)c2[H])C(=O)OC([H])([H])C([H])([H])OC([H])([H])C(F)(F)F)nc(-c2c([H])c(OC([H])([H])[H])c([H])c(OC([H])([H])[H])c2[H])c(C(F)(F)F)c1[H]
-6.30539,[H]c1c([H])c([H])c(C([H])([H])N(OC(=O)c2c(C([H])(c3c([H])c([H])c(C([H])([H])N4C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c(=O)n3[H])N([H])[C@@]3([H])C([H])([H])[C@]3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c(C([H])([H])[H])nn2[H])C([H])([H])[H])c([H])c1[H]
-6.30535,[H]c1c([H])c([H])c(OC([H])([H])[C@]2([H])C([H])([H])N([H])C([H])([H])C([H])([H])[C@@]2([H])OSc2c([H])c([H])n(-c3nnn([H])n3)c(=O)c2C(=O)N([H])N([H])[H])c([H])c1[H]
-6.30533,[H]OC([H])([H])C([H])([H])Sc1c([H])c(C(=O)N([H])c2c(S[H])c([H])c(=O)n(-c3nc(C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H])c([H])c(C([H])([H])C#N)c3[H])c2[H])c([H])c([H])c1OC([H])([H])[H]
-6.30527,[H]OC(=O)C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])c1c([H])c([H])c(F)c([H])c1[H])[C@@]([H])(c1c([C@@]([H])(c2nc([H])c([H])c([H])c2[H])C([H])([H])S[H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])([H])[H]
-6.30518,[H]c1nc2c([C@@]([H])(c3c([H])c([H])c(C#N)c([H])c3[H])[C@@]([H])(n3nc([H])c([H])c3[H])[C@@]([H])(c3c(-c4c([H])oc([H])c4[H])c([H])c([H])n([H])c3=O)C([H])([H])[H])c([H])c([H])c([H])c2c([H])c1[H]
-6.30504,[H]OC(=O)c1c(C([H])([H])C([H])([H])[C@]([H])(Oc2c([H])c([H])c(-c3c([H])c([H])c(=O)n([H])c3[C@]([H])(c3c(C([H])([H])[H])nn([H])c3C(=O)O[H])C3([H])C([H])([H])C3([H])[H])c([H])c2[H])C([H])([H])OC([H])(F)F)c(C([H])([H])[H])nn1[H]
-6.30493,[H]Sc1c(-c2c([H])c(Cl)c(Cl)c([H])c2-c2c([H])nn([C@@]([H])(C([H])([H])C([H])([H])N([H])[H])S(=O)(=O)N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c2C2([H])C([H])([H])C2([H])[H])c(N=C=S)n([H])c(=O)c1[H]
-6.30493,[H]c1nc(Cl)c([H])c([H])c1[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])[C@]([H])(OC([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])[C@@]([H])(c1c(C(=O)OC([H])([H])[H])c([H])c([H])n([H])c1=O)C([H])([H])[H]
-6.30488,[H]ON([H])C(=O)C(=C([H])c1c(N2C(=O)C([H])=C([H])C2=O)c([H])c(=O)n([H])c1[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c(OC([H])([H])[C@@]2([H])OC([H])([H])C([H])([H])C2([H])[H])c1[H]
-6.30475,[H]c1nc(-c2c([H])c(N([H])[C@@]([H])(OC(=O)N([H])Sc3c([H])c([H])n([H])c(=O)c3[H])C([H])([H])N([H])C([H])([H])c3sc([H])c([H])c3[H])c([H])c([H])c2F)sc1[H]
-6.30472,[H]c1nc([H])c([H])c([C@]2([H])OC([H])([H])C([H])([H])N(S(=O)(=O)c3c(SN([H])C(=O)OC([H])([H])C([H])([H])[H])c([H])c([H])n(Oc4c([H])c([H])c([H])c(Cl)c4[H])c3=O)C2([H])[H])c1[H]
-6.30467,[H]C([H])=C([H])C([H])([H])[C@@]([H])(N(C(=O)c1c([H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])n([H])c1=O)N1C([H])([H])C([H])([H])O[C@@]([H])(Oc2c([H])c([H])c(F)c([H])c2[H])C1([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
-6.30462,[H]O[C@](c1c([H])c([H])c([H])c(Sc2c(C([H])([H])N([H])C([H])([H])c3c([H])c(N([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c([H])c3Cl)c([H])c([H])c(=O)n2[H])c1[H])(C([H])([H])[H])C([H])([H])[C@@]1([H])C([H])([H])[C@]1([H])c1c([H])c([H])c([H])c([H])c1[H]
-6.3046,[H]OC(=O)C([H])([H])[C@]([H])(C([H])([H])c1nc([H])c([H])c(C(=O)N([H])[H])c1C(F)(F)F)[C@@]([H])(c1c([H])c(-c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])C([H])([H])C([H])([H])O[H])c([H])n([H])c1=O)C([H])([H])[H]
-6.30436,[H]C#CC([H])([H])O[C@]([H])(C([H])([H])[C@@]([H])(c1c(OC([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])n([H])c1=O)C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])[C@]([H])(C(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])C(=O)N([H])O[H]
-6.30433,[H]c1nc(N([H])[H])c([H])c([H])c1-c1c(O[C@]([H])(C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])n(-c2c(OC(=O)C([H])([H])[H])oc([H])c2[H])c1=O
-6.3042,[H]ON([H])C(=O)C(=C(c1nc([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])N([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H]
-6.304,[H]OC([H])([H])C([H])([H])C([H])([H])N([H])O[C@@]([H])(C([H])([H])C([H])([H])N(OC([H])([H])C#N)C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
-6.30394,[H]c1c([H])c(C([H])([H])S[C@@]([H])(C([H])([H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])n(N([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2=O)[C@@]([H])(N([H])[H])C([H])([H])[H])c(OC([H])([H])[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])N([H])[H]
-6.30384,[H]c1sc2c([H])c([H])c([H])c([H])c2c1[C@]([H])(C([H])([H])ON(C(=O)n1c([H])c([H])c([H])c([H])c1=O)C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
-6.30383,[H]C1=C(C([H])([H])C([H])([H])[C@@]([H])(c2c([H])c([H])c(SC([H])([H])c3c([H])c([H])c([H])c(S(=O)(=O)N4C([H])([H])C([H])([H])OC([H])([H])[C@]4([H])OC([H])([H])C([H])([H])OC([H])([H])[H])c3[H])n([H])c2=O)C([H])([H])[H])C([H])([H])C([H])([H])N([H])C1([H])[H]
-6.30375,[H]c1c([H])c(Sc2c([H])c([H])n([H])c(=O)c2-c2c([H])c(C([H])([H])N([H])[H])c([H])c([H])c2C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1OC(F)(F)F
-6.30374,[H]N=[N+]=N[C@]([H])(C(=O)N1C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H])c1nn([H])c(C(=O)O[H])c1[C@@]([H])(c1c([H])c([H])c([H])c(=O)n1N([H])C(=O)C([H])=C([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
-6.3037,[H]O[C@]([H])(c1c([H])c([H])c2c(c1[H])C([H])([H])N(n1c([H])c([H])c(Sc3c([H])c([H])c4nc([H])c([H])c([H])c4c3[H])c([H])c1=O)C([H])([H])C2([H])[H])c1c([H])c([H])c([H])c([H])c1Oc1c([H])c([H])c([H])c(C([H])([H])[H])c1[H]
-6.30351,[H]O[C@]([H])(c1c([H])c([H])c(C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])n1c([H])c(SC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([C@@]([H])(C([H])([H])[H])[C@]([H])(C([H])([H])[H])S(=O)(=O)N([H])[H])c1=O
-6.30345,[H]OC(=O)[C@]([H])(c1c([H])c([H])c(Cl)c(Cl)c1[H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(c1c(C([H])([H])c2nc([H])c(N([H])C(=O)c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c([H])c([H])n([H])c1=O)C([H])([H])OC([H])([H])C([H])([H])[H]
-6.30333,[H]c1c([H])c(Cl)c([H])c(C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])[C@@]([H])(C([H])([H])O[C@@]([H])(C([H])([H])[H])[C@@](c2c([H])c([H])c([H])n([H])c2=O)(C([H])([H])[H])C([H])(F)F)C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c1[H]
-6.30322,[H]c1nc([H])c(C([H])([H])[C@@]([H])([C@]2([H])C([H])([H])C([H])([H])N([H])[C@]2([H])N([H])C([H])([H])C([H])([H])OC([H])([H])[H])[C@@]([H])(c2c([H])c([H])c([H])n([H])c2=O)C([H])([H])[H])c(-c2nc3c([H])c([H])c([H])c([H])c3o2)n1
-6.30321,[H]c1nc([H])c(-c2c([H])c(C(=O)c3sc([H])c([H])c3[H])c(Cl)c([H])c2C([H])([H])Sc2c([H])c([H])n([H])c(=O)c2-c2nnnn2[H])nc1[H]
-6.30315,[H]c1nc(N([H])n2c([H])c(N([H])[C@@]3(OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([C@@]([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])[H])c2=O)sc1[H]
-6.3031,[H]ON([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[C@@]([H])(c1c([H])c([H])c([H])n([H])c1=O)C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])N2C(=O)c3c([H])c([H])c([H])c([H])c3C2=O)[C@]1([H])OC([H])([H])C([H])([H])ON([H])C(=O)C([H])([H])C([H])([H])[H]
-6.30301,[H]Sc1c([H])c([H])n([H])c(=O)c1C(=O)N(N([H])[C@@](C([H])([H])[H])(C([H])([H])N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])N([H])C(=O)c1c([H])c([H])c([H])c([H])c1[H])N([H])S(=O)(=O)C([H])([H])C([H])([H])[H]
-6.30279,[H]ON([H])C(=O)C(=C(c1c([H])c([H])c(=O)n(C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1[H])C([H])([H])N([H])C(=O)C([H])([H])[H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])C([H])([H])c1nc([H])c([H])n1C([H])([H])[H]
-6.30273,[H]ON([H])C(=O)C(=C([H])c1c([H])c([H])c(=O)n([H])c1[H])C([H])([H])C([H])([H])N([C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(c1c([H])c([H])c(N2C([H])([H])C([H])([H])OC([H])([H])[C@@]2([H])C([H])([H])c2sc([H])c([H])c2[H])c([H])c1[H])C([H])([H])[H]
